DATA;HORA;IDADE;SEXO;PESO;ALTURA;VESTIMENTA;P1;P2;P3;P4;P5;P6;P7;P8;Tev;UTCI;SST;STE;pSTI;WBGT;WCI;Tek;TE;PST;Tmedia;Tmax;Tmin;Tu;UR;UR_Max;UR_Min;RSolarMed;RSolarTot;Vel_Vento;Dir_Vento;SD_DirVento;Vel_Vento_Max;Dir_Max_Vento;Chuva_Tot
5/8/2015;09:30;51;m;75;168;1;0;0;0;1;0;0;0;0;19,6;18,5;12,5;29,5;36,2;21,5;261,6;45,7;17,8;6,1;18,19;18,25;18,16;17,84;87,7;87,7;86,6;32,71;19,62;0;0;0;0;12,95;0
5/8/2015;09:40;32;m;90;175;1;0;0;0;1;0;-1;1;1;19,6;18,5;12,6;30;36,7;21,4;259,9;45,3;17,8;6,3;18,26;18,34;18,16;17,86;86;87,6;86;33,75;20,25;0,01;94;0;0,28;94;0
5/8/2015;09:40;21;f;65;170;1;0;0;0;1;0;-1;-1;0;19,6;18,5;12,6;30;36,7;21,4;259,9;45,3;17,8;6,3;18,26;18,34;18,16;17,86;86;87,6;86;33,75;20,25;0,01;94;0;0,28;94;0
5/8/2015;09:40;33;m;96;181;1;0;0;0;0;0;0;0;-1;19,6;18,5;12,6;30;36,7;21,4;259,9;45,3;17,8;6,3;18,26;18,34;18,16;17,86;86;87,6;86;33,75;20,25;0,01;94;0;0,28;94;0
5/8/2015;09:40;18;f;57;161;1;1;0;-1;0;0;-1;0;1;19,6;18,5;12,6;30;36,7;21,4;259,9;45,3;17,8;6,3;18,26;18,34;18,16;17,86;86;87,6;86;33,75;20,25;0,01;94;0;0,28;94;0
5/8/2015;09:40;57;f;65;168;1;0;0;0;2;1;-1;0;1;19,6;18,5;12,6;30;36,7;21,4;259,9;45,3;17,8;6,3;18,26;18,34;18,16;17,86;86;87,6;86;33,75;20,25;0,01;94;0;0,28;94;0
5/8/2015;09:40;42;f;62;170;1;1;0;2;1;0;-1;0;0;19,6;18,5;12,6;30;36,7;21,4;259,9;45,3;17,8;6,3;18,26;18,34;18,16;17,86;86;87,6;86;33,75;20,25;0,01;94;0;0,28;94;0
5/8/2015;09:50;23;m;72;178;1;2;1;2;1;1;-1;-1;1;19,9;19,2;12,9;30;37,5;21,6;254,6;45,9;18,1;7,3;18,61;18,89;18,34;18,17;85,1;86,2;85,1;68,8;41,28;0;0;0;0;76,66;0
5/8/2015;09:50;56;m;70;165;1;0;0;0;2;0;0;0;0;19,9;19,2;12,9;30;37,5;21,6;254,6;45,9;18,1;7,3;18,61;18,89;18,34;18,17;85,1;86,2;85,1;68,8;41,28;0;0;0;0;76,66;0
5/8/2015;09:50;23;f;75;160;1;1;1;-1;1;-1;0;0;-1;19,9;19,2;12,9;30;37,5;21,6;254,6;45,9;18,1;7,3;18,61;18,89;18,34;18,17;85,1;86,2;85,1;68,8;41,28;0;0;0;0;76,66;0
5/8/2015;09:50;33;m;73;181;1;0;0;2;0;1;1;0;-1;19,9;19,2;12,9;30;37,5;21,6;254,6;45,9;18,1;7,3;18,61;18,89;18,34;18,17;85,1;86,2;85,1;68,8;41,28;0;0;0;0;76,66;0
5/8/2015;09:50;24;f;68;165;1;0;2;-1;1;-1;-1;0;0;19,9;19,2;12,9;30;37,5;21,6;254,6;45,9;18,1;7,3;18,61;18,89;18,34;18,17;85,1;86,2;85,1;68,8;41,28;0;0;0;0;76,66;0
5/8/2015;09:50;47;m;70;170;1;0;0;0;1;0;0;1;0;19,9;19,2;12,9;30;37,5;21,6;254,6;45,9;18,1;7,3;18,61;18,89;18,34;18,17;85,1;86,2;85,1;68,8;41,28;0;0;0;0;76,66;0
5/8/2015;10:00;56;f;72;165;1;2;1;-2;1;-1;-1;-1;-1;20,2;21;13,4;30,8;38,5;21,9;245,7;46,4;18,5;10,6;19,14;19,4;18,9;18,6;82,2;85,2;82,2;221,3;132,8;0,02;101,1;0,9;0,35;96;0
5/8/2015;10:00;23;f;54;160;0,5;2;0;-2;3;-1;-1;-1;1;20,2;21;13,4;30,8;38,5;21,9;245,7;46,4;18,5;10,6;19,14;19,4;18,9;18,6;82,2;85,2;82,2;221,3;132,8;0,02;101,1;0,9;0,35;96;0
5/8/2015;10:00;46;f;72;160;0,5;2;0;1;1;0;1;0;-1;20,2;21;13,4;30,8;38,5;21,9;245,7;46,4;18,5;10,6;19,14;19,4;18,9;18,6;82,2;85,2;82,2;221,3;132,8;0,02;101,1;0,9;0,35;96;0
5/8/2015;10:00;28;m;85;175;0,5;2;0;2;3;0;-1;-1;0;20,2;21;13,4;30,8;38,5;21,9;245,7;46,4;18,5;10,6;19,14;19,4;18,9;18,6;82,2;85,2;82,2;221,3;132,8;0,02;101,1;0,9;0,35;96;0
5/8/2015;10:00;33;f;45;165;1;0;0;-2;0;0;-1;0;0;20,2;21;13,4;30,8;38,5;21,9;245,7;46,4;18,5;10,6;19,14;19,4;18,9;18,6;82,2;85,2;82,2;221,3;132,8;0,02;101,1;0,9;0,35;96;0
5/8/2015;10:00;27;m;80;184;0,5;0;0;0;1;0;0;0;0;20,2;21;13,4;30,8;38,5;21,9;245,7;46,4;18,5;10,6;19,14;19,4;18,9;18,6;82,2;85,2;82,2;221,3;132,8;0,02;101,1;0,9;0,35;96;0
5/8/2015;10:10;26;f;83;168;1;0;0;-3;1;-1;-1;-1;1;20,1;22,4;14;31,4;39,7;22,3;235,1;47;18,9;14,2;19,7;19,96;19,42;19,07;79,59;82,5;79,59;340,8;204,48;0,09;101,6;3,83;0,95;95,3;0
5/8/2015;10:10;54;f;78;168;1;0;2;-2;1;-1;-1;-1;1;20,1;22,4;14;31,4;39,7;22,3;235,1;47;18,9;14,2;19,7;19,96;19,42;19,07;79,59;82,5;79,59;340,8;204,48;0,09;101,6;3,83;0,95;95,3;0
5/8/2015;10:10;59;m;89;170;0,5;1;0;-1;1;0;0;0;0;20,1;22,4;14;31,4;39,7;22,3;235,1;47;18,9;14,2;19,7;19,96;19,42;19,07;79,59;82,5;79,59;340,8;204,48;0,09;101,6;3,83;0,95;95,3;0
5/8/2015;10:10;39;f;60;156;1;1;0;0;1;0;-1;1;1;20,1;22,4;14;31,4;39,7;22,3;235,1;47;18,9;14,2;19,7;19,96;19,42;19,07;79,59;82,5;79,59;340,8;204,48;0,09;101,6;3,83;0,95;95,3;0
5/8/2015;10:10;41;m;83;176;1;1;1;0;1;-1;0;0;0;20,1;22,4;14;31,4;39,7;22,3;235,1;47;18,9;14,2;19,7;19,96;19,42;19,07;79,59;82,5;79,59;340,8;204,48;0,09;101,6;3,83;0,95;95,3;0
5/8/2015;10:10;25;f;54;162;1;-2;1;1;1;1;-1;0;1;20,1;22,4;14;31,4;39,7;22,3;235,1;47;18,9;14,2;19,7;19,96;19,42;19,07;79,59;82,5;79,59;340,8;204,48;0,09;101,6;3,83;0,95;95,3;0
5/8/2015;10:20;60;f;63;152;1;2;0;0;1;0;-1;0;0;21,2;24;14,8;32;41,1;22,8;221;48,3;19,5;18,5;20,51;21,03;19,97;19,77;76,98;79,59;76,68;462,1;277,24;0;0;0;0;89,7;0
5/8/2015;10:20;30;f;62;168;1;0;0;0;1;0;0;0;0;21,2;24;14,8;32;41,1;22,8;221;48,3;19,5;18,5;20,51;21,03;19,97;19,77;76,98;79,59;76,68;462,1;277,24;0;0;0;0;89,7;0
5/8/2015;10:20;29;m;101;177;0,5;1;1;-1;2;-1;-1;-1;0;21,2;24;14,8;32;41,1;22,8;221;48,3;19,5;18,5;20,51;21,03;19,97;19,77;76,98;79,59;76,68;462,1;277,24;0;0;0;0;89,7;0
5/8/2015;10:20;53;m;87;183;1;0;0;0;0;0;0;0;0;21,2;24;14,8;32;41,1;22,8;221;48,3;19,5;18,5;20,51;21,03;19,97;19,77;76,98;79,59;76,68;462,1;277,24;0;0;0;0;89,7;0
5/8/2015;10:20;22;f;70;167;1;0;1;2;1;1;-1;1;1;21,2;24;14,8;32;41,1;22,8;221;48,3;19,5;18,5;20,51;21,03;19,97;19,77;76,98;79,59;76,68;462,1;277,24;0;0;0;0;89,7;0
5/8/2015;10:20;18;m;74;170;0,5;3;0;-1;1;-1;-1;-1;-1;21,2;24;14,8;32;41,1;22,8;221;48,3;19,5;18,5;20,51;21,03;19,97;19,77;76,98;79,59;76,68;462,1;277,24;0;0;0;0;89,7;0
5/8/2015;10:30;30;f;55;160;1;0;0;1;1;0;-1;-1;1;20,4;24,5;15,4;32,2;42,2;23,2;210,4;49;20,1;19,2;21,08;21,3;20,99;20,23;74,47;76,98;73,97;468;267,87;0,22;96,6;4,29;1,1;96,8;0
5/8/2015;10:30;27;m;71;172;1;0;0;1;1;1;-1;1;1;20,4;24,5;15,4;32,2;42,2;23,2;210,4;49;20,1;19,2;21,08;21,3;20,99;20,23;74,47;76,98;73,97;468;267,87;0,22;96,6;4,29;1,1;96,8;0
5/8/2015;10:30;44;f;56;162;0,5;0;0;-1;0;0;0;1;0;20,4;24,5;15,4;32,2;42,2;23,2;210,4;49;20,1;19,2;21,08;21,3;20,99;20,23;74,47;76,98;73,97;468;267,87;0,22;96,6;4,29;1,1;96,8;0
5/8/2015;10:30;18;f;54;159;1;-1;0;0;1;0;0;-1;0;20,4;24,5;15,4;32,2;42,2;23,2;210,4;49;20,1;19,2;21,08;21,3;20,99;20,23;74,47;76,98;73,97;468;267,87;0,22;96,6;4,29;1,1;96,8;0
5/8/2015;10:30;25;m;80;190;0,5;0;0;0;0;0;0;0;0;20,4;24,5;15,4;32,2;42,2;23,2;210,4;49;20,1;19,2;21,08;21,3;20,99;20,23;74,47;76,98;73,97;468;267,87;0,22;96,6;4,29;1,1;96,8;0
5/8/2015;10:30;47;f;72;162;1;0;0;0;2;-1;0;0;0;20,4;24,5;15,4;32,2;42,2;23,2;210,4;49;20,1;19,2;21,08;21,3;20,99;20,23;74,47;76,98;73,97;468;267,87;0,22;96,6;4,29;1,1;96,8;0
5/8/2015;10:40;30;m;82;177;1;1;2;2;1;1;1;0;-1;21,8;24,9;15,8;32,4;43;23,6;203,3;50;20,3;20,2;21,48;21,54;21,31;20,6;74,2;75,01;72,58;473;155,83;0,01;86;0,89;0,5;81,1;0
5/8/2015;10:40;35;f;75;169;1;2;1;-1;1;-1;-1;0;-1;21,8;24,9;15,8;32,4;43;23,6;203,3;50;20,3;20,2;21,48;21,54;21,31;20,6;74,2;75,01;72,58;473;155,83;0,01;86;0,89;0,5;81,1;0
5/8/2015;10:40;52;f;70;165;1;2;0;0;0;0;0;0;0;21,8;24,9;15,8;32,4;43;23,6;203,3;50;20,3;20,2;21,48;21,54;21,31;20,6;74,2;75,01;72,58;473;155,83;0,01;86;0,89;0,5;81,1;0
5/8/2015;10:40;55;m;62;172;1;0;0;0;0;0;0;0;0;21,8;24,9;15,8;32,4;43;23,6;203,3;50;20,3;20,2;21,48;21,54;21,31;20,6;74,2;75,01;72,58;473;155,83;0,01;86;0,89;0,5;81,1;0
5/8/2015;10:40;52;m;78;172;0,5;0;0;0;1;-1;-1;-1;0;21,8;24,9;15,8;32,4;43;23,6;203,3;50;20,3;20,2;21,48;21,54;21,31;20,6;74,2;75,01;72,58;473;155,83;0,01;86;0,89;0,5;81,1;0
5/8/2015;10:40;27;m;74;172;0,5;0;0;0;1;0;-1;1;-1;21,8;24,9;15,8;32,4;43;23,6;203,3;50;20,3;20,2;21,48;21,54;21,31;20,6;74,2;75,01;72,58;473;155,83;0,01;86;0,89;0,5;81,1;0
5/8/2015;10:50;33;f;75;165;1;0;0;0;1;0;0;0;0;21,9;25,1;15,9;32,5;43,4;23,6;201,5;50;20,4;20,5;21,62;21,71;21,54;20,71;73,21;75,04;73,21;489;153,66;0;0;0;0;92,7;0
5/8/2015;10:50;28;m;60;170;1;0;0;0;1;0;-1;1;-1;21,9;25,1;15,9;32,5;43,4;23,6;201,5;50;20,4;20,5;21,62;21,71;21,54;20,71;73,21;75,04;73,21;489;153,66;0;0;0;0;92,7;0
5/8/2015;10:50;37;f;65;170;0,5;1;1;-1;1;-1;-1;0;-1;21,9;25,1;15,9;32,5;43,4;23,6;201,5;50;20,4;20,5;21,62;21,71;21,54;20,71;73,21;75,04;73,21;489;153,66;0;0;0;0;92,7;0
5/8/2015;10:50;57;m;73;161;0,5;0;0;0;1;1;-1;0;1;21,9;25,1;15,9;32,5;43,4;23,6;201,5;50;20,4;20,5;21,62;21,71;21,54;20,71;73,21;75,04;73,21;489;153,66;0;0;0;0;92,7;0
5/8/2015;10:50;27;f;61;170;1;0;0;0;1;0;-1;0;1;21,9;25,1;15,9;32,5;43,4;23,6;201,5;50;20,4;20,5;21,62;21,71;21,54;20,71;73,21;75,04;73,21;489;153,66;0;0;0;0;92,7;0
5/8/2015;10:50;58;f;67;164;1;1;0;0;1;0;0;0;0;21,9;25,1;15,9;32,5;43,4;23,6;201,5;50;20,4;20,5;21,62;21,71;21,54;20,71;73,21;75,04;73,21;489;153,66;0;0;0;0;92,7;0
5/8/2015;11:00;36;f;62;165;1;2;0;-1;1;-1;-1;-1;0;22,1;25,5;16,2;32,6;44;23,8;196,2;50,3;20,6;21,7;21,9;22,08;21,68;20,93;72,12;73,75;72,12;528;148,81;0;0;0;0;82,1;0
5/8/2015;11:00;47;m;65;171;1;2;0;-2;1;0;1;-1;-1;22,1;25,5;16,2;32,6;44;23,8;196,2;50,3;20,6;21,7;21,9;22,08;21,68;20,93;72,12;73,75;72,12;528;148,81;0;0;0;0;82,1;0
5/8/2015;11:00;30;f;65;160;0,5;0;0;0;0;-1;0;1;-1;22,1;25,5;16,2;32,6;44;23,8;196,2;50,3;20,6;21,7;21,9;22,08;21,68;20,93;72,12;73,75;72,12;528;148,81;0;0;0;0;82,1;0
5/8/2015;11:00;25;m;80;173;0,5;1;1;-1;1;0;-1;1;0;22,1;25,5;16,2;32,6;44;23,8;196,2;50,3;20,6;21,7;21,9;22,08;21,68;20,93;72,12;73,75;72,12;528;148,81;0;0;0;0;82,1;0
5/8/2015;11:00;27;f;60;159;1;2;1;0;1;-1;0;1;0;22,1;25,5;16,2;32,6;44;23,8;196,2;50,3;20,6;21,7;21,9;22,08;21,68;20,93;72,12;73,75;72,12;528;148,81;0;0;0;0;82,1;0
5/8/2015;11:00;26;f;52;147;1;0;0;-2;0;-1;-1;1;-1;22,1;25,5;16,2;32,6;44;23,8;196,2;50,3;20,6;21,7;21,9;22,08;21,68;20,93;72,12;73,75;72,12;528;148,81;0;0;0;0;82,1;0
5/8/2015;11:10;29;f;60;171;1;-2;0;2;1;1;-1;0;1;22,4;26;16,5;32,8;44,6;24,3;190,9;51,8;20,9;22,5;22,15;22,26;22,07;21,24;73,91;73,91;71,44;543;147,22;0;0;0;0;289,3;0
5/8/2015;11:10;28;f;52;163;1;2;0;-3;1;-1;0;1;-1;22,4;26;16,5;32,8;44,6;24,3;190,9;51,8;20,9;22,5;22,15;22,26;22,07;21,24;73,91;73,91;71,44;543;147,22;0;0;0;0;289,3;0
5/8/2015;11:10;37;f;61;166;0,5;1;1;-1;1;-1;1;1;0;22,4;26;16,5;32,8;44,6;24,3;190,9;51,8;20,9;22,5;22,15;22,26;22,07;21,24;73,91;73,91;71,44;543;147,22;0;0;0;0;289,3;0
5/8/2015;11:10;18;f;59;164;1;2;0;2;1;1;1;1;-1;22,4;26;16,5;32,8;44,6;24,3;190,9;51,8;20,9;22,5;22,15;22,26;22,07;21,24;73,91;73,91;71,44;543;147,22;0;0;0;0;289,3;0
5/8/2015;11:10;37;f;65;170;0,5;0;0;-1;1;-1;-1;-1;0;22,4;26;16,5;32,8;44,6;24,3;190,9;51,8;20,9;22,5;22,15;22,26;22,07;21,24;73,91;73,91;71,44;543;147,22;0;0;0;0;289,3;0
5/8/2015;11:10;18;f;43;165;0,5;0;0;0;1;-1;-1;-1;-1;22,4;26;16,5;32,8;44,6;24,3;190,9;51,8;20,9;22,5;22,15;22,26;22,07;21,24;73,91;73,91;71,44;543;147,22;0;0;0;0;289,3;0
5/8/2015;11:20;22;f;52;170;1;0;0;0;1;0;-1;0;0;22,3;26,1;16,6;32,8;44,8;24,1;189,2;51,1;20,9;23,1;22,27;22,47;22,12;21,27;71,7;74,55;71,7;558;258,44;0;0;0;0;86,3;0
5/8/2015;11:20;49;m;70;165;1;1;0;2;1;1;0;-1;1;22,3;26,1;16,6;32,8;44,8;24,1;189,2;51,1;20,9;23,1;22,27;22,47;22,12;21,27;71,7;74,55;71,7;558;258,44;0;0;0;0;86,3;0
5/8/2015;11:20;37;m;77;168;0,5;2;0;0;1;0;0;0;0;22,3;26,1;16,6;32,8;44,8;24,1;189,2;51,1;20,9;23,1;22,27;22,47;22,12;21,27;71,7;74,55;71,7;558;258,44;0;0;0;0;86,3;0
5/8/2015;11:20;46;m;77;172;1;0;0;0;1;1;-1;-1;1;22,3;26,1;16,6;32,8;44,8;24,1;189,2;51,1;20,9;23,1;22,27;22,47;22,12;21,27;71,7;74,55;71,7;558;258,44;0;0;0;0;86,3;0
5/8/2015;11:20;50;f;73;165;1;0;0;0;1;-1;-1;0;0;22,3;26,1;16,6;32,8;44,8;24,1;189,2;51,1;20,9;23,1;22,27;22,47;22,12;21,27;71,7;74,55;71,7;558;258,44;0;0;0;0;86,3;0
5/8/2015;11:20;34;m;64;178;0,5;1;0;0;1;0;-1;0;0;22,3;26,1;16,6;32,8;44,8;24,1;189,2;51,1;20,9;23,1;22,27;22,47;22,12;21,27;71,7;74,55;71,7;558;258,44;0;0;0;0;86,3;0
5/8/2015;11:30;44;f;65;156;1;1;1;0;1;0;-1;0;0;22,6;26,4;17;32,9;45,4;24,4;182,1;51,5;21,2;24,1;22,66;23,12;22,37;21,58;70,01;72,45;70,01;562,3;337,37;0;0;0;0;232;0
5/8/2015;11:30;36;m;80;178;1;1;0;0;0;0;0;0;0;22,6;26,4;17;32,9;45,4;24,4;182,1;51,5;21,2;24,1;22,66;23,12;22,37;21,58;70,01;72,45;70,01;562,3;337,37;0;0;0;0;232;0
5/8/2015;11:30;26;f;60;163;0,5;0;0;0;1;0;0;-1;-1;22,6;26,4;17;32,9;45,4;24,4;182,1;51,5;21,2;24,1;22,66;23,12;22,37;21,58;70,01;72,45;70,01;562,3;337,37;0;0;0;0;232;0
5/8/2015;11:30;27;m;92;188;1;0;0;1;0;1;-1;1;0;22,6;26,4;17;32,9;45,4;24,4;182,1;51,5;21,2;24,1;22,66;23,12;22,37;21,58;70,01;72,45;70,01;562,3;337,37;0;0;0;0;232;0
5/8/2015;11:30;18;f;66;161;1;2;2;-1;1;-1;0;0;;22,6;26,4;17;32,9;45,4;24,4;182,1;51,5;21,2;24,1;22,66;23,12;22,37;21,58;70,01;72,45;70,01;562,3;337,37;0;0;0;0;232;0
5/8/2015;11:30;44;f;61;158;0,5;0;0;0;1;0;-1;0;1;22,6;26,4;17;32,9;45,4;24,4;182,1;51,5;21,2;24,1;22,66;23,12;22,37;21,58;70,01;72,45;70,01;562,3;337,37;0;0;0;0;232;0
5/8/2015;11:40;19;m;75;182;1;0;0;0;0;0;0;1;-1;23;27,2;17,6;33,2;46,1;25;171,5;53,1;21,7;25,8;23,25;23,35;23,12;22,13;69,8;69,98;68,14;595,8;357,49;0,01;224,3;0;0,28;224,3;0
5/8/2015;11:40;57;f;73;154;1;0;0;0;0;0;0;0;0;23;27,2;17,6;33,2;46,1;25;171,5;53,1;21,7;25,8;23,25;23,35;23,12;22,13;69,8;69,98;68,14;595,8;357,49;0,01;224,3;0;0,28;224,3;0
5/8/2015;11:40;43;f;78;164;0,5;2;2;-2;2;-1;-1;1;1;23;27,2;17,6;33,2;46,1;25;171,5;53,1;21,7;25,8;23,25;23,35;23,12;22,13;69,8;69,98;68,14;595,8;357,49;0,01;224,3;0;0,28;224,3;0
5/8/2015;11:40;24;f;73;164;1;2;1;-2;1;-1;0;0;0;23;27,2;17,6;33,2;46,1;25;171,5;53,1;21,7;25,8;23,25;23,35;23,12;22,13;69,8;69,98;68,14;595,8;357,49;0,01;224,3;0;0,28;224,3;0
5/8/2015;11:40;19;m;120;187;0,5;2;1;0;1;0;1;1;0;23;27,2;17,6;33,2;46,1;25;171,5;53,1;21,7;25,8;23,25;23,35;23,12;22,13;69,8;69,98;68,14;595,8;357,49;0,01;224,3;0;0,28;224,3;0
5/8/2015;11:40;53;m;83;178;0,5;1;0;-1;1;0;0;-1;0;23;27,2;17,6;33,2;46,1;25;171,5;53,1;21,7;25,8;23,25;23,35;23,12;22,13;69,8;69,98;68,14;595,8;357,49;0,01;224,3;0;0,28;224,3;0
5/8/2015;11:50;22;f;75;160;0,5;0;0;1;1;1;-1;-1;0;23,1;27,4;17,6;33,2;46;25,1;171,5;53,5;21,7;26,5;23,31;23,4;23,22;22,2;70,19;70,6;68,47;610,9;366,56;0;0;0;0;27,42;0
5/8/2015;11:50;44;f;70;166;0,5;2;1;-2;2;1;-1;-1;-1;23,1;27,4;17,6;33,2;46;25,1;171,5;53,5;21,7;26,5;23,31;23,4;23,22;22,2;70,19;70,6;68,47;610,9;366,56;0;0;0;0;27,42;0
5/8/2015;11:50;43;m;105;199;1;0;0;0;0;0;0;0;0;23,1;27,4;17,6;33,2;46;25,1;171,5;53,5;21,7;26,5;23,31;23,4;23,22;22,2;70,19;70,6;68,47;610,9;366,56;0;0;0;0;27,42;0
5/8/2015;11:50;52;f;86;166;1;0;0;0;0;0;0;0;0;23,1;27,4;17,6;33,2;46;25,1;171,5;53,5;21,7;26,5;23,31;23,4;23,22;22,2;70,19;70,6;68,47;610,9;366,56;0;0;0;0;27,42;0
5/8/2015;11:50;28;f;48;155;0,5;0;0;0;0;0;0;0;0;23,1;27,4;17,6;33,2;46;25,1;171,5;53,5;21,7;26,5;23,31;23,4;23,22;22,2;70,19;70,6;68,47;610,9;366,56;0;0;0;0;27,42;0
5/8/2015;11:50;48;f;65;167;0,5;1;3;-1;1;-1;-1;0;0;23,1;27,4;17,6;33,2;46;25,1;171,5;53,5;21,7;26,5;23,31;23,4;23,22;22,2;70,19;70,6;68,47;610,9;366,56;0;0;0;0;27,42;0
5/8/2015;12:00;30;m;93;170;0,5;2;0;0;1;0;1;0;0;23,1;28,2;34,4;33,4;46;25;169,7;53,3;21,7;28,5;23,42;23,55;23,31;22,27;69,11;70,5;68,67;614,3;368,59;0,01;56,96;0;0,28;56,96;0
5/8/2015;12:00;44;m;75;170;0,5;0;0;0;1;-1;-1;0;0;23,1;28,2;34,4;33,4;46;25;169,7;53,3;21,7;28,5;23,42;23,55;23,31;22,27;69,11;70,5;68,67;614,3;368,59;0,01;56,96;0;0,28;56,96;0
5/8/2015;12:00;34;m;86;179;0,5;0;0;0;0;0;0;-1;-1;23,1;28,2;34,4;33,4;46;25;169,7;53,3;21,7;28,5;23,42;23,55;23,31;22,27;69,11;70,5;68,67;614,3;368,59;0,01;56,96;0;0,28;56,96;0
